Customer ID,Loan Sanction Amount (USD)
C-13984,47061.855
C-19569,33346.94
C-41503,18593.918
C-40118,10880.783
C-20199,28545.66
C-39106,82961.68
C-10999,20375.629
C-26109,70640.336
C-48139,137583.19
C-30127,21421.902
C-29067,72642.3
C-31918,27997.832
C-48942,38782.637
C-40385,27781.574
C-8716,32792.31
C-1163,37577.074
C-9084,52207.71
C-16587,51684.027
C-43179,31995.115
C-27546,46974.95
C-42522,69038.516
C-40244,69592.88
C-26473,18070.133
C-4847,89160.21
C-39685,20650.09
C-31526,17071.84
C-29902,10880.783
C-27394,91242.47
C-44467,21421.902
C-16042,21497.07
C-34708,66753.195
C-40019,99390.02
C-18430,15746.471
C-17655,25085.336
C-10936,40609.066
C-40113,63451.945
C-25016,8136.691
C-43047,69592.88
C-20169,20375.629
C-6770,21497.07
C-34478,134564.03
C-5030,10880.783
C-45009,10880.783
C-38201,41710.117
C-8681,25085.336
C-1813,20375.629
C-23497,29400.928
C-30489,32708.855
C-19081,47311.98
C-6140,19851.85
C-28403,15515.24
C-10320,32708.855
C-29827,47061.855
C-5411,11477.633
C-41756,20375.629
C-16016,19742.6
C-46635,20375.629
C-29056,47061.855
C-20860,47061.855
C-20073,37493.625
C-31048,37577.074
C-34492,32405.492
C-28990,33163.33
C-3739,38153.4
C-39296,113420.08
C-36166,43494.21
C-46576,20375.629
C-14205,20375.629
C-22757,16238.736
C-44740,31995.115
C-17342,29317.477
C-49089,29317.477
C-9040,32708.855
C-32994,69038.516
C-28309,51934.152
C-42329,20375.629
C-58,23353.209
C-33568,38866.086
C-22856,44107.99
C-6257,11477.633
C-21096,20650.09
C-9193,70640.336
C-45971,15805.713
C-27395,21421.902
C-32762,47061.855
C-10573,10880.783
C-13608,53763.156
C-34298,66753.195
C-11113,25085.336
C-6189,65737.26
C-8477,32708.855
C-10056,17071.84
C-47166,69592.88
C-3625,23353.209
C-16113,19851.85
C-7291,37577.074
C-48284,69038.516
C-2629,66753.195
C-18503,97017.78
C-24072,17595.621
C-25858,99390.02
C-31232,40609.066
C-20523,88035.98
C-24307,17071.84
C-36770,96656.11
C-14788,17071.84
C-38016,11477.633
C-15733,37577.074
C-37589,57154.85
C-33230,19851.85
C-36700,11477.633
C-2859,26951.55
C-30324,84685.15
C-28653,47061.855
C-10666,130917.17
C-48902,47061.855
C-28435,87724.88
C-4159,20650.09
C-23496,25085.336
C-7456,63451.945
C-15632,122264.49
C-17370,38782.637
C-14347,12798.3125
C-38403,52207.71
C-49563,15746.471
C-16500,52207.71
C-49787,38866.086
C-19719,87724.88
C-47381,47539.95
C-45573,10880.783
C-39021,81997.49
C-36044,29317.477
C-45885,19678.621
C-19497,119824.6
C-27415,117078.95
C-30257,68029.43
C-11455,8136.691
C-22672,19851.85
C-43982,57481.0
C-33632,51935.91
C-26101,122076.78
C-29753,38092.164
C-37802,32708.855
C-49214,84685.15
C-8360,92421.18
C-34730,37577.074
C-15385,19851.85
C-12009,96253.055
C-5494,53763.156
C-18737,20375.629
C-48493,24039.059
C-7745,69038.516
C-48893,66753.195
C-45712,25085.336
C-16773,15746.471
C-377,29317.477
C-46760,19851.85
C-36439,8302.361
C-17581,32792.31
C-21853,15515.24
C-24162,74548.33
C-23431,19742.6
C-15136,38131.71
C-8173,99390.02
C-20067,29317.477
C-26726,101699.12
C-29254,52207.71
C-7989,38866.086
C-12558,37493.625
C-30641,29457.055
C-46585,27194.508
C-16253,17071.84
C-40980,65737.26
C-14151,69038.516
C-32035,72925.64
C-8996,37493.625
C-27943,10880.783
C-5083,33079.88
C-48849,25085.336
C-34235,153589.52
C-1073,87724.88
C-48455,8425.361
C-12471,80274.03
C-47301,63451.945
C-46482,24039.059
C-21486,74548.33
C-2746,37577.074
C-6737,47061.855
C-44345,19851.85
C-1124,87724.88
C-27602,116739.0
C-47814,69592.88
C-39662,41710.117
C-30803,69038.516
C-4386,16854.102
C-36021,26660.574
C-35944,33346.94
C-29139,122076.78
C-1458,21886.484
C-37186,52207.71
C-10144,20375.629
C-2486,68029.43
C-15258,29317.477
C-43004,46852.613
C-45626,76801.914
C-34459,21497.07
C-44020,38866.086
C-33815,33346.94
C-9817,38782.637
C-40758,20375.629
C-19261,24039.059
C-16250,37577.074
C-12112,27997.832
C-40081,107349.5
C-14169,69592.88
C-40753,74548.33
C-21075,66753.195
C-209,88150.76
C-28723,10994.515
C-8384,12798.3125
C-24710,53763.156
C-10815,18960.816
C-48481,11477.633
C-25158,37577.074
C-16452,27997.832
C-18033,38782.637
C-7120,66753.195
C-21479,37577.074
C-33978,57481.0
C-19024,27997.832
C-12092,72642.3
C-29058,11477.633
C-6294,10994.515
C-45783,38866.086
C-25788,10880.783
C-17452,27781.574
C-32973,53763.156
C-37672,153589.52
C-37335,41710.117
C-34136,8136.691
C-43061,21421.902
C-26811,15746.471
C-7378,81997.49
C-13862,37577.074
C-21747,52207.71
C-7236,8302.361
C-12310,47712.598
C-24609,27781.574
C-4881,153589.52
C-16144,57481.0
C-4166,44107.99
C-10245,42042.523
C-7703,21421.902
C-44076,18593.918
C-36028,100484.03
C-45994,44787.203
C-26860,32792.31
C-45381,25085.336
C-32101,101855.375
C-45650,47061.855
C-6529,81997.49
C-3249,91242.47
C-14501,22306.936
C-47482,81997.49
C-9265,18593.918
C-13907,10280.218
C-31288,21421.902
C-21128,15746.471
C-31000,8425.361
C-33830,38416.12
C-5806,10880.783
C-28960,10880.783
C-14102,153589.52
C-2002,57481.0
C-38928,20375.629
C-39637,38866.086
C-11868,153589.52
C-22410,32792.31
C-24637,26660.574
C-19825,41163.703
C-21363,69592.88
C-18787,53763.156
C-28311,47330.707
C-19240,24313.52
C-2256,38866.086
C-13465,72642.3
C-41161,21340.26
C-35320,119825.03
C-2557,81997.49
C-11901,75078.445
C-13707,37577.074
C-4691,18593.918
C-4948,92033.625
C-35013,29317.477
C-25560,33079.88
C-15549,47061.855
C-17882,21421.902
C-48217,18960.816
C-5734,10880.783
C-13381,8136.691
C-44831,33079.88
C-21453,116739.0
C-23931,101699.12
C-46714,72642.3
C-22735,91359.14
C-15846,29317.477
C-13910,88150.76
C-541,10880.783
C-23722,17071.84
C-23468,38866.086
C-12670,20375.629
C-31052,46852.613
C-47929,69174.195
C-18679,66753.195
C-23467,57481.0
C-49976,137583.19
C-13841,27997.832
C-26539,104955.18
C-30850,18070.133
C-20498,15746.471
C-46865,46852.613
C-31402,118970.95
C-42130,153589.52
C-30786,23353.209
C-31663,11477.633
C-38513,21886.484
C-15261,32792.31
C-38486,37577.074
C-1267,132650.0
C-43362,57154.85
C-20821,32792.31
C-44201,74548.33
C-25502,37493.625
C-14087,47061.855
C-19974,19834.186
C-10683,20375.629
C-4117,11477.633
C-19200,31995.115
C-47276,74548.33
C-18041,52685.805
C-46686,38866.086
C-19372,72642.3
C-21338,38782.637
C-46659,32792.31
C-40708,69038.516
C-17376,47539.95
C-9635,32708.855
C-30329,37577.074
C-22794,47330.707
C-13945,10880.783
C-42021,44107.99
C-527,24039.059
C-32612,85511.625
C-40428,32792.31
C-8175,132712.81
C-25335,81997.49
C-36559,27997.832
C-34181,15746.471
C-49559,12798.3125
C-27473,41889.008
C-20106,44107.99
C-43623,64289.78
C-11795,32488.943
C-26607,53763.156
C-26525,122076.78
C-23680,37577.074
C-5423,20650.09
C-16050,68029.43
C-38447,10880.783
C-15603,124035.28
C-49509,12798.3125
C-25695,21421.902
C-25058,37493.625
C-26949,32792.31
C-27148,96944.25
C-43092,73081.414
C-183,98788.695
C-31036,24039.059
C-25122,85822.72
C-13491,64289.78
C-43972,11477.633
C-3330,101017.94
C-32302,29317.477
C-34102,101044.18
C-4632,18070.133
C-17897,8425.361
C-48972,21421.902
C-32343,87724.88
C-45024,17595.621
C-819,102642.375
C-46967,32708.855
C-26832,117455.41
C-24818,37577.074
C-45461,69592.88
C-40987,18685.504
C-3610,44107.99
C-37574,53763.156
C-10490,66753.195
C-43755,15515.24
C-9457,81997.49
C-20468,11954.239
C-39647,52043.773
C-23024,153589.52
C-29074,38782.637
C-34896,19851.85
C-17689,81429.62
C-16146,63451.945
C-37020,25085.336
C-8307,17071.84
C-2134,8136.691
C-13904,18070.133
C-21181,17071.84
C-19484,19851.85
C-10745,38866.086
C-38407,71090.305
C-25107,101699.12
C-38115,15746.471
C-24731,63451.945
C-106,53763.156
C-3281,20840.21
C-5520,53763.156
C-33562,27997.832
C-46361,74548.33
C-29222,43494.21
C-19041,29317.477
C-13258,40294.004
C-32177,29400.928
C-10266,32708.855
C-3894,38782.637
C-46377,19851.85
C-7106,73081.414
C-1850,20650.09
C-8353,57481.0
C-39289,32792.31
C-14761,31995.115
C-23984,44107.99
C-49865,32708.855
C-17972,10880.783
C-26328,27997.832
C-31589,46852.613
C-653,74548.33
C-37069,72244.34
C-46267,19484.598
C-46291,31995.115
C-41904,87724.88
C-37078,47061.855
C-38651,15746.471
C-9376,10880.783
C-16710,21421.902
C-27557,53763.156
C-4282,37577.074
C-3085,57481.0
C-12988,105599.49
C-26240,53763.156
C-31493,44048.848
C-39810,47061.855
C-36800,12798.3125
C-9616,8136.691
C-7769,101699.12
C-3661,32488.104
C-29740,15360.781
C-35302,80274.03
C-18281,40609.066
C-1430,10880.783
C-21542,10994.515
C-11156,17595.621
C-23922,38866.086
C-46074,27997.832
C-13637,25085.336
C-9677,90825.234
C-26485,40609.066
C-4436,115965.4
C-13524,91531.92
C-6792,47061.855
C-31433,88150.76
C-33613,29317.477
C-42316,10880.783
C-30814,47061.855
C-37241,57481.0
C-38187,18685.504
C-1398,57481.0
C-37445,53763.156
C-30369,66427.04
C-39137,20375.629
C-12983,37493.625
C-37958,52457.836
C-46462,38782.637
C-26849,52457.836
C-28534,66753.195
C-13209,27781.574
C-36678,66645.33
C-49312,29317.477
C-15449,88035.98
C-18017,37493.625
C-1255,20375.629
C-21876,100327.77
C-45620,94994.414
C-18488,37577.074
C-47056,53763.156
C-14279,8302.361
C-6228,138570.17
C-32821,132650.0
C-21651,12798.3125
C-44848,57481.0
C-46555,18070.133
C-7167,80274.03
C-89,37493.625
C-8809,10880.783
C-2744,20375.629
C-44463,44107.99
C-3755,101699.12
C-4163,10994.515
C-16641,37577.074
C-49587,84685.15
C-29384,15746.471
C-26047,10880.783
C-17845,47539.95
C-14269,47061.855
C-44148,69592.88
C-5845,73081.414
C-5900,12798.3125
C-48833,115729.74
C-37738,66753.195
C-2951,37493.625
C-42636,57481.0
C-34089,63344.082
C-49178,87724.88
C-6633,38866.086
C-28930,19851.85
C-5106,32708.855
C-46913,113420.08
C-37197,32708.855
C-24689,32708.855
C-33721,9078.722
C-934,102642.375
C-14828,99330.586
C-48369,47311.98
C-19437,17687.207
C-14692,66753.195
C-31154,28081.283
C-362,32792.31
C-49356,127598.25
C-35700,52685.805
C-13407,52207.71
C-18538,15746.471
C-18974,84685.15
C-22363,16238.736
C-47022,29317.477
C-16320,41710.117
C-48072,8136.691
C-29628,32792.31
C-36577,24313.52
C-8538,153589.52
C-49813,66753.195
C-19068,10880.783
C-35563,59766.33
C-30393,57481.0
C-15090,71278.25
C-45511,109395.95
C-16326,15746.471
C-14026,21421.902
C-25278,22411.57
C-35579,26951.55
C-15012,29317.477
C-30344,37577.074
C-9284,66860.62
C-35905,81997.49
C-16102,10880.783
C-24119,20375.629
C-2516,57481.0
C-11695,70640.336
C-43131,26660.574
C-11029,32792.31
C-16245,81997.49
C-38332,33312.582
C-41611,53437.008
C-396,9078.722
C-15799,47061.855
C-43935,17687.207
C-3502,18593.918
C-24830,44787.203
C-15944,132650.0
C-27859,57481.0
C-20062,18685.504
C-28450,100302.6
C-38903,46974.95
C-16882,12798.3125
C-17029,10880.783
C-49667,32792.31
C-48670,100484.03
C-43918,10880.783
C-28514,100327.77
C-38532,25085.336
C-26698,10994.515
C-16126,21886.484
C-41114,20880.457
C-27013,22688.922
C-36962,37493.625
C-10170,20375.629
C-2327,11477.633
C-8639,111983.79
C-37000,57481.0
C-36029,53437.008
C-19979,47061.855
C-19452,20375.629
C-36893,46852.613
C-40153,81429.62
C-27040,32792.31
C-12291,100327.77
C-32329,32708.855
C-38901,109581.086
C-13014,37577.074
C-11166,80274.03
C-7299,64289.78
C-31641,17595.621
C-34905,38131.71
C-23819,52207.71
C-47457,23353.209
C-40607,20375.629
C-12096,47061.855
C-29859,32792.31
C-41013,10880.783
C-4968,66427.04
C-19360,32708.855
C-22531,20375.629
C-7822,53763.156
C-17705,53763.156
C-4394,66753.195
C-36809,20375.629
C-22511,15746.471
C-39198,47061.855
C-4913,87724.88
C-7000,53763.156
C-35606,90825.234
C-44395,20973.29
C-33574,41710.117
C-32812,18593.918
C-36719,105806.52
C-39557,44662.625
C-1917,10280.218
C-38857,32792.31
C-8543,57481.0
C-16364,17687.207
C-35227,105379.836
C-16980,26951.55
C-5856,81997.49
C-35603,53763.156
C-5742,47330.707
C-2214,47061.855
C-34281,47311.98
C-41083,38131.71
C-2878,148357.4
C-40392,24039.059
C-5921,47539.95
C-13837,32792.31
C-48699,10880.783
C-18320,11196.136
C-36467,105806.52
C-10428,53763.156
C-47332,10880.783
C-12301,27997.832
C-32659,25085.336
C-30987,57481.0
C-5889,37493.625
C-26564,21886.484
C-12238,90250.266
C-47324,105379.836
C-38063,16854.102
C-13508,19851.85
C-4543,26951.55
C-7536,80274.03
C-27882,10880.783
C-15527,29400.928
C-34334,22306.936
C-5265,47061.855
C-36683,90825.234
C-28660,153589.52
C-38166,47061.855
C-11562,122076.78
C-38499,25085.336
C-4398,66753.195
C-13042,76801.914
C-45827,21421.902
C-26059,41889.008
C-25728,19851.85
C-28865,57481.0
C-5696,38782.637
C-17389,154962.33
C-8000,15746.471
C-37315,47539.95
C-22860,38866.086
C-26594,18593.918
C-30645,44107.99
C-12524,66860.62
C-35079,29317.477
C-31836,29317.477
C-46564,100327.77
C-40286,77811.31
C-20950,89101.07
C-42064,87724.88
C-37603,15746.471
C-43896,63451.945
C-43380,90606.51
C-20900,20375.629
C-16381,115965.4
C-25157,80274.03
C-647,47061.855
C-11177,96499.85
C-42757,23353.209
C-40557,153589.52
C-4958,8302.361
C-17994,44787.203
C-47451,21421.902
C-24945,66753.195
C-21248,8302.361
C-39149,118886.875
C-44389,68029.43
C-40933,8302.361
C-30736,16238.736
C-22864,66291.625
C-10567,44107.99
C-37988,84452.81
C-49316,53763.156
C-40812,63451.945
C-31656,122076.78
C-25970,16270.253
C-47258,10880.783
C-17396,67129.45
C-20533,25085.336
C-35884,90250.266
C-21536,53763.156
C-16948,32708.855
C-1771,17595.621
C-11581,37493.625
C-19054,90825.234
C-13003,47061.855
C-13276,16238.736
C-49974,20568.447
C-35016,57481.0
C-20492,43494.21
C-13746,47061.855
C-42966,46852.613
C-13282,100484.03
C-17909,17071.84
C-41511,19851.85
C-2990,84117.27
C-3980,57373.137
C-12980,10880.783
C-37876,11477.633
C-4695,87724.88
C-10385,69592.88
C-3809,88076.24
C-43488,47061.855
C-11504,32708.855
C-7587,46852.613
C-9607,38866.086
C-38250,19678.621
C-36558,122076.78
C-8014,10880.783
C-13596,15746.471
C-30582,23353.209
C-30021,15746.471
C-18258,90250.266
C-47417,68749.92
C-48343,15746.471
C-49890,111983.79
C-24979,53437.008
C-34908,37577.074
C-23517,88035.98
C-12995,21886.484
C-3177,24039.059
C-43422,47311.98
C-810,10540.957
C-23230,16270.253
C-15969,32792.31
C-48865,88462.234
C-48168,29317.477
C-27948,32792.31
C-13588,19851.85
C-22222,17071.84
C-46909,32792.31
C-46719,116041.02
C-48561,100327.77
C-33590,27997.832
C-6465,25085.336
C-26717,52207.71
C-34944,101699.12
C-43280,20375.629
C-2419,70314.734
C-11724,57481.0
C-7460,84452.81
C-38521,82853.81
C-41788,66753.195
C-33463,15746.471
C-16161,10880.783
C-49024,88333.77
C-19025,47061.855
C-37109,11477.633
C-6430,101699.12
C-1380,32488.943
C-13361,16762.516
C-3078,101699.12
C-11143,106315.9
C-9634,44107.99
C-41067,70470.51
C-33223,27997.832
C-3974,8136.691
C-24044,159386.11
C-29243,15805.713
C-37475,90825.234
C-13969,19484.598
C-45863,29317.477
C-23780,8136.691
C-42163,81429.62
C-39856,37577.074
C-7496,20880.457
C-42894,101699.12
C-49730,47539.95
C-37419,29317.477
C-4380,24313.52
C-43713,10280.218
C-5045,19851.85
C-12353,85776.53
C-43673,15805.713
C-24756,22306.936
C-24647,87724.88
C-207,88150.76
C-18777,20375.629
C-33276,68470.64
C-20392,44107.99
C-47823,10880.783
C-3602,29400.928
C-27911,37577.074
C-13758,29317.477
C-46679,27997.832
C-36420,29400.928
C-14075,74548.33
C-39863,74548.33
C-24035,53763.156
C-34287,80274.03
C-26828,18070.133
C-21739,96474.68
C-21451,25085.336
C-48862,10880.783
C-7275,54827.414
C-5002,119037.45
C-11940,53763.156
C-9771,18070.133
C-46859,32708.855
C-30551,44107.99
C-19159,8136.691
C-43671,40428.9
C-23125,81997.49
C-33813,52131.688
C-3255,81997.49
C-18212,32792.31
C-8069,10994.515
C-45366,34900.605
C-15031,32708.855
C-27798,72925.64
C-10353,66753.195
C-45521,25085.336
C-25181,47712.598
C-8490,8136.691
C-6789,57481.0
C-9527,38866.086
C-26902,20650.09
C-36534,113991.09
C-35442,19851.85
C-39696,25085.336
C-42783,38866.086
C-31361,87724.88
C-20621,91602.33
C-7599,38866.086
C-24378,12798.3125
C-16170,45667.77
C-14724,15746.471
C-20279,20375.629
C-3183,91061.04
C-7091,20375.629
C-33081,26951.55
C-10507,53763.156
C-6997,63451.945
C-30752,29400.928
C-29646,29400.928
C-24514,53763.156
C-21587,24039.059
C-8816,66753.195
C-44550,10880.783
C-41741,33312.582
C-40536,63125.797
C-35728,57481.0
C-30594,10880.783
C-45845,90536.11
C-7550,53763.156
C-49341,20375.629
C-15624,19678.621
C-17746,37577.074
C-44745,18593.918
C-29197,27871.2
C-15417,57481.0
C-45088,69592.88
C-48686,160489.27
C-14187,21423.71
C-47052,41573.945
C-19224,81997.49
C-26033,69038.516
C-30978,159618.44
C-959,11477.633
C-8561,38782.637
C-28713,53763.156
C-15087,21886.484
C-49061,15515.24
C-46801,38866.086
C-29344,47061.855
C-28212,87724.88
C-46128,17071.84
C-4099,20280.018
C-20535,119824.6
C-32902,24039.059
C-25769,15360.781
C-38267,38866.086
C-2736,106786.94
C-41542,72244.34
C-384,15360.781
C-35820,75534.86
C-30469,27997.832
C-26083,47061.855
C-7134,15746.471
C-28782,27781.574
C-48012,89971.0
C-20244,52457.836
C-45606,87724.88
C-38789,44107.99
C-20208,66575.086
C-1125,122076.78
C-20799,15746.471
C-195,37577.074
C-43760,15746.471
C-37418,38866.086
C-2894,101855.375
C-30037,38866.086
C-4598,116739.0
C-49838,123241.76
C-4888,15746.471
C-4286,100689.86
C-4621,41710.117
C-13852,26951.55
C-36581,10540.957
C-1622,37577.074
C-24961,10880.783
C-20532,18685.504
C-7752,38866.086
C-14705,158522.72
C-38026,93499.71
C-15911,29955.566
C-47972,32488.943
C-14208,37577.074
C-37272,24313.52
C-17238,20375.629
C-29294,47061.855
C-13942,47061.855
C-5022,20375.629
C-10633,45676.613
C-40608,12798.3125
C-40821,22306.936
C-11342,38866.086
C-43963,68029.43
C-22953,122076.78
C-2061,100327.77
C-8906,153589.52
C-29564,130917.17
C-4345,37577.074
C-29710,16270.253
C-17982,57481.0
C-40843,37577.074
C-11478,100327.77
C-45414,40609.066
C-16518,118534.63
C-9293,21421.902
C-11251,21421.902
C-43478,33163.33
C-23008,90668.98
C-36223,32792.31
C-42785,47061.855
C-8761,43494.21
C-14711,37577.074
C-22852,45667.77
C-15189,44107.99
C-44107,15746.471
C-39132,20840.21
C-39272,101699.12
C-26599,10880.783
C-41059,25085.336
C-18814,153589.52
C-9191,66753.195
C-2602,19851.85
C-37948,27781.574
C-33565,10880.783
C-13380,18070.133
C-25095,153589.52
C-7578,8302.361
C-31939,53763.156
C-44809,25085.336
C-27238,64289.78
C-31504,41710.117
C-8930,29317.477
C-42011,67067.87
C-45386,11477.633
C-12,47061.855
C-14728,27997.832
C-10521,39420.723
C-45709,10880.783
C-12165,8425.361
C-13621,38866.086
C-46595,153589.52
C-20431,17071.84
C-15663,11477.633
C-2229,96499.85
C-36376,53763.156
C-23807,47061.855
C-1035,11477.633
C-43085,20375.629
C-7376,32708.855
C-1627,12798.3125
C-35410,89971.0
C-19247,86388.02
C-32436,21886.484
C-24460,66291.625
C-10995,32708.855
C-16771,17071.84
C-28073,32708.855
C-42525,20375.629
C-36239,57154.85
C-20443,10880.783
C-47177,106786.94
C-15832,8302.361
C-33713,66753.195
C-28362,21421.902
C-30228,47061.855
C-41956,19851.85
C-6217,153589.52
C-39468,32708.855
C-42324,107603.195
C-39155,86570.805
C-26527,68749.92
C-35899,10994.515
C-39586,29400.928
C-28036,35807.69
C-8400,63451.945
C-39248,18593.918
C-24046,15746.471
C-28479,70532.47
C-35102,87724.88
C-40652,117455.41
C-498,81997.49
C-23074,107603.195
C-5888,18070.133
C-36749,38866.086
C-45350,22306.936
C-22294,37577.074
C-26584,37493.625
C-47438,32792.31
C-18012,55082.383
C-2182,19851.85
C-7577,19678.621
C-2045,9078.722
C-8697,38866.086
C-27480,20375.629
C-40427,16762.516
C-25637,38782.637
C-12850,9078.722
C-27519,27997.832
C-23281,8136.691
C-4103,57481.0
C-33406,37577.074
C-10581,101855.375
C-46409,10880.783
C-9609,38866.086
C-46319,32633.205
C-31529,8136.691
C-13101,20375.629
C-7740,20375.629
C-33210,66753.195
C-49480,22543.344
C-2410,49866.812
C-535,41376.49
C-39988,10994.515
C-25903,20375.629
C-17205,37577.074
C-6356,38866.086
C-1636,59198.438
C-36260,11477.633
C-28444,52207.71
C-32814,25085.336
C-44750,66955.88
C-22477,47061.855
C-47465,81997.49
C-29148,59766.33
C-39259,47061.855
C-46549,20375.629
C-47921,29400.928
C-44936,37139.785
C-4870,12798.3125
C-5015,20375.629
C-33581,37493.625
C-22369,11477.633
C-32606,29317.477
C-13834,37577.074
C-15710,68029.43
C-93,115233.56
C-10395,47061.855
C-9918,107532.71
C-18071,66860.62
C-18465,18685.504
C-44580,29317.477
C-14737,21421.902
C-12834,90708.25
C-21618,57481.0
C-38834,116739.0
C-16300,87071.62
C-3878,152488.64
C-29136,32792.31
C-28178,15360.781
C-36280,17071.84
C-25952,18593.918
C-32583,27226.016
C-24549,66753.195
C-44549,17071.84
C-48718,64771.17
C-35325,17071.84
C-23748,37577.074
C-27920,69174.195
C-1363,44107.99
C-36327,90668.98
C-2798,31995.115
C-38594,46852.613
C-23546,57373.137
C-619,37577.074
C-26238,70640.336
C-42073,10880.783
C-34472,40428.9
C-21856,90825.234
C-44649,137583.19
C-4987,11477.633
C-41699,18959.965
C-5660,157421.84
C-39512,10880.783
C-9727,80166.164
C-48153,32708.855
C-41480,57481.0
C-15558,81997.49
C-46491,70314.18
C-19709,37577.074
C-45592,105806.52
C-37412,32792.31
C-17125,10880.783
C-26735,72357.766
C-22360,37577.074
C-38410,24039.059
C-29082,81997.49
C-18135,27997.832
C-29990,53763.156
C-40303,157199.72
C-7272,10880.783
C-597,18070.133
C-31715,47061.855
C-24447,16270.253
C-49288,40609.066
C-21364,130917.17
C-36505,52207.71
C-27839,18070.133
C-24489,52207.71
C-1733,38782.637
C-1896,52207.71
C-46188,107757.87
C-42426,20375.629
C-46926,38866.086
C-44280,37577.074
C-32964,12798.3125
C-34966,27997.832
C-44568,37577.074
C-23241,40609.066
C-28807,38866.086
C-31643,10880.783
C-36418,32708.855
C-7101,69592.88
C-4218,9078.722
C-43945,153589.52
C-10623,17071.84
C-23629,107603.195
C-42934,15515.24
C-30438,15515.24
C-17008,81375.74
C-39663,16329.495
C-9187,11477.633
C-29432,91793.63
C-12626,154163.17
C-13177,8136.691
C-17259,15515.24
C-15460,70640.336
C-3514,8136.691
C-6121,114876.09
C-44713,87724.88
C-14887,102822.08
C-35718,44787.203
C-9750,15515.24
C-45297,29317.477
C-40119,18593.918
C-175,47061.855
C-41482,81997.49
C-33849,19742.6
C-6327,84685.15
C-10169,26951.55
C-460,44107.99
C-39092,8425.361
C-45752,99318.516
C-48001,37577.074
C-31469,87724.88
C-30397,52043.773
C-19183,81997.49
C-21168,101699.12
C-47676,44787.203
C-600,47061.855
C-28112,69145.94
C-7487,96499.85
C-45162,9078.722
C-2539,53763.156
C-22771,53763.156
C-14773,16762.516
C-7507,81997.49
C-24809,102415.52
C-15953,53763.156
C-35193,158522.72
C-3118,25614.297
C-10488,68072.42
C-15573,18685.504
C-41670,11477.633
C-39926,32708.855
C-30559,25085.336
C-21297,72244.34
C-27666,69592.88
C-27011,15515.24
C-4274,37577.074
C-38652,27997.832
C-15987,8136.691
C-20347,32708.855
C-34389,38866.086
C-18706,119825.03
C-20963,10880.783
C-40419,9078.722
C-1298,18593.918
C-10572,32792.31
C-7995,69038.516
C-45952,24039.059
C-22151,18070.133
C-49294,81997.49
C-5698,10880.783
C-30248,25085.336
C-36085,24039.059
C-38963,18685.504
C-33418,8136.691
C-46219,37577.074
C-25671,24039.059
C-2124,17595.621
C-49697,52207.71
C-46251,155556.06
C-11725,90354.68
C-27249,18070.133
C-17361,32708.855
C-41384,21421.902
C-4143,124035.28
C-17294,137583.19
C-46548,101699.12
C-46323,46974.95
C-44066,12798.3125
C-7122,95490.59
C-9336,31995.115
C-2066,86001.414
C-26224,81997.49
C-23923,39945.645
C-3102,38866.086
C-32757,47061.855
C-35088,92750.03
C-29782,134138.72
C-29718,41710.117
C-24032,72642.3
C-18003,38866.086
C-42445,46974.95
C-43393,32792.31
C-22060,29317.477
C-31157,101699.12
C-38218,18070.133
C-5199,37493.625
C-26135,47102.74
C-48006,87724.88
C-21470,38866.086
C-8536,16238.736
C-30199,63451.945
C-12104,47061.855
C-36408,33346.94
C-41300,29317.477
C-19149,11954.239
C-30145,57481.0
C-38051,38866.086
C-30323,101699.12
C-24280,119824.6
C-4611,38866.086
C-25009,37493.625
C-42210,57481.0
C-5948,37577.074
C-45905,66753.195
C-33217,90668.98
C-13288,33163.33
C-44611,16270.253
C-43194,52457.836
C-30670,19834.186
C-39776,27997.832
C-34292,38782.637
C-364,10880.783
C-16690,38866.086
C-29971,15746.471
C-25894,19851.85
C-32726,19069.684
C-18513,19742.6
C-30056,91242.47
C-39859,53763.156
C-46151,23353.209
C-40162,25085.336
C-44672,25085.336
C-47797,55082.383
C-36521,32792.31
C-40489,58800.227
C-10880,87724.88
C-6478,32792.31
C-49619,20293.986
C-3196,15805.713
C-20878,90536.11
C-47945,15746.471
C-29648,96499.85
C-31984,87724.88
C-18498,19742.6
C-417,91086.21
C-3867,32708.855
C-17940,64289.78
C-8448,20375.629
C-18525,37577.074
C-31557,26660.574
C-49133,32708.855
C-42620,32708.855
C-45072,8136.691
C-32317,32792.31
C-35522,84685.15
C-42295,19851.85
C-22563,15746.471
C-39659,17071.84
C-35306,10880.783
C-11821,25289.09
C-35025,66753.195
C-31065,37493.625
C-18682,40609.066
C-15941,10880.783
C-45190,20293.986
C-4145,47061.855
C-15477,10880.783
C-42799,37493.625
C-16891,19851.85
C-43874,21886.484
C-39934,120493.13
C-42682,112566.43
C-12935,16039.022
C-17619,17071.84
C-30338,26660.574
C-30503,37493.625
C-42259,15746.471
C-30524,153589.52
C-30100,132650.0
C-559,18070.133
C-17552,32405.492
C-25156,20375.629
C-49615,37577.074
C-47965,44107.99
C-26549,26660.574
C-23662,47061.855
C-32009,17595.621
C-19356,47061.855
C-29076,11477.633
C-17423,23353.209
C-35612,20375.629
C-32297,15360.781
C-38631,27997.832
C-23715,37577.074
C-119,23353.209
C-18089,66427.04
C-33459,10880.783
C-48548,10880.783
C-42392,32708.855
C-32827,105599.49
C-5054,81997.49
